quay_code,monomodal_stop_id,stop_id_idfm,monomodal_code,stop_name,parent_station,stop_lat,stop_lon,zone_id,location_type,station_code
41171,monomodalStopPlace:47923,IDFM:41171,47923,Bécon les Bruyères,IDFM:72124,48.90549079769296,2.268790065027107,3,0,
472101,monomodalStopPlace:47923,IDFM:472101,47923,Bécon les Bruyères,IDFM:72124,48.90549079769296,2.268790065027107,3,0,
471758,monomodalStopPlace:47923,IDFM:471758,47923,Bécon les Bruyères,IDFM:72124,48.90549079769296,2.268790065027107,3,0,
471815,monomodalStopPlace:47923,IDFM:471815,47923,Bécon les Bruyères,IDFM:72124,48.90549079769296,2.268790065027107,3,0,
470981,monomodalStopPlace:47923,IDFM:470981,47923,Bécon les Bruyères,IDFM:72124,48.90549079769296,2.268790065027107,3,0,
471714,monomodalStopPlace:47923,IDFM:471714,47923,Bécon les Bruyères,IDFM:72124,48.90549079769296,2.268790065027107,3,0,
472238,monomodalStopPlace:47923,IDFM:472238,47923,Bécon les Bruyères,IDFM:72124,48.90549079769296,2.268790065027107,3,0,
472599,monomodalStopPlace:47923,IDFM:472599,47923,Bécon les Bruyères,IDFM:72124,48.90549079769296,2.268790065027107,3,0,
471561,monomodalStopPlace:47923,IDFM:471561,47923,Bécon les Bruyères,IDFM:72124,48.90549079769296,2.268790065027107,3,0,
47923,monomodalStopPlace:47923,IDFM:47923,47923,Bécon les Bruyères,IDFM:72124,48.90549079769296,2.268790065027107,3,0,
41365,monomodalStopPlace:47924,IDFM:41365,47924,Boussy-Saint-Antoine,IDFM:62596,48.68087387117553,2.533195809235637,5,0,BOS
47925,monomodalStopPlace:47925,IDFM:47925,47925,Breuillet - Bruyères-le-Châtel,IDFM:60028,48.57760979436327,2.1922487394356454,5,0,BRU
472810,monomodalStopPlace:47925,IDFM:472810,47925,Breuillet - Bruyères-le-Châtel,IDFM:60028,48.57760979436327,2.1922487394356454,5,0,BRU
41320,monomodalStopPlace:47925,IDFM:41320,47925,Breuillet - Bruyères-le-Châtel,IDFM:60028,48.57760979436327,2.1922487394356454,5,0,BRU
472770,monomodalStopPlace:47925,IDFM:472770,47925,Breuillet - Bruyères-le-Châtel,IDFM:60028,48.57760979436327,2.1922487394356454,5,0,BRU
41300,monomodalStopPlace:47927,IDFM:41300,47927,Gare de Chamarande,IDFM:59734,48.51405318948937,2.2151562718541644,5,0,GAR
